,Gender,Height,Weight,zscore
0,Male,73.847017017515,241.893563180437,1.9439642876972152
1,Male,68.7819040458903,162.3104725213,0.6275053008797852
2,Male,74.1101053917849,212.7408555565,2.012342832573718
3,Male,71.7309784033377,220.042470303077,1.3939907598228973
4,Male,69.8817958611153,206.349800623871,0.9133750283254546
5,Male,67.2530156878065,152.212155757083,0.23013631224805395
6,Male,68.7850812516616,183.927888604031,0.6283310793202701
7,Male,68.3485155115879,167.971110489509,0.5148645297928938
8,Male,67.018949662883,175.92944039571,0.16930088296041743
9,Male,63.4564939783664,156.399676387112,-0.7566067576575952
10,Male,71.1953822829745,186.604925560358,1.2547855081519734
11,Male,71.6408051192206,213.741169489411,1.3705540801453027
12,Male,64.7663291334055,167.127461073476,-0.4161712588324776
13,Male,69.2830700967204,189.446181386738,0.7577619319162789
14,Male,69.2437322298112,186.434168021239,0.7475377397403197
15,Male,67.6456197004212,172.186930058117,0.33217689526419475
16,Male,72.4183166259878,196.028506330482,1.5726348661360083
17,Male,63.974325721061,172.88347020878,-0.6220185944421621
18,Male,69.6400598997523,185.98395757313,0.8505461278535303
19,Male,67.9360048540095,182.426648013226,0.40765006777214385
20,Male,67.9150501938206,174.115929081393,0.402203802135837
21,Male,69.4394398680395,197.73142161472,0.7984035507454822
22,Male,66.1491319608781,149.173566007975,-0.05677094152051778
23,Male,75.2059736142212,228.761780615196,2.2971667995564617
24,Male,67.8931963386043,162.006651848287,0.39652382929864954
25,Male,68.1440327982008,192.343976579187,0.4617180141682039
26,Male,69.0896314289256,184.435174408406,0.7074858425095772
27,Male,72.8008435165003,206.828189420354,1.6720563332455505
28,Male,67.4212422817167,175.213922399227,0.2738596038341326
29,Male,68.4964153568827,154.342638925955,0.553304754439014
30,Male,68.6181105502058,187.506843155807,0.5849342031403918
31,Male,74.0338076216678,212.910225325521,1.9925124979479216
32,Male,71.5282160355709,195.032243233835,1.3412913742948076
33,Male,69.1801610995692,205.183621341371,0.731015149587237
34,Male,69.577202365402,204.164125484101,0.8342090063622213
35,Male,70.4009288884762,192.903515074649,1.0483014047067087
36,Male,69.0761711675356,197.488242598925,0.7039874245727932
37,Male,67.1935232827228,183.810973232751,0.21467381185397075
38,Male,65.8073156549306,163.851824878622,-0.14561143734483287
39,Male,64.3041878915595,163.108017147583,-0.5362850636805463
40,Male,67.9743362271967,172.135597406825,0.4176126650512254
41,Male,72.1894259592134,194.045404898059,1.5131445493431048
42,Male,65.2703455240394,168.617746204292,-0.28517380415173005
43,Male,66.0901773762725,161.193432596622,-0.07209365853648568
44,Male,67.5103215157138,164.660277264007,0.29701193208253407
45,Male,70.1047862551571,188.922303151274,0.9713318221531205
46,Male,68.2518364408672,187.060552163801,0.4897369497763293
47,Male,72.1727091157973,209.070863390252,1.5087997225110839
48,Male,69.1798576188774,192.014335412005,0.7309362727909481
49,Male,72.870360147235,211.34249681964,1.690124201381298
50,Male,64.7825829779871,165.61162618225,-0.41194676869975005
51,Male,70.1835498874837,201.071918099568,0.9918030519542349
52,Male,68.4914502529394,173.423960346601,0.5520142885119464
53,Male,67.3308308810162,181.407679285937,0.25036103595821185
54,Male,66.9909440825232,169.737707400252,0.16202203288298775
55,Male,66.4995499002499,163.309528309674,0.03430518017950659
56,Male,68.3530566463988,189.710209942456,0.5160448031186102
57,Male,70.7744590703974,192.124847346168,1.1453845630868815
58,Male,71.2159236694709,198.1984641076,1.2601243610080408
59,Male,70.0133653490674,209.526499837126,0.9475708766265359
60,Male,71.4031822207589,198.759792659859,1.308794194056685
61,Male,69.5520050948319,198.079523654438,0.8276600560286135
62,Male,73.8185345577699,195.290612189727,1.936561493266337
63,Male,66.99688275225,164.943302997003,0.16356553550087347
64,Male,71.4184658930907,179.863902339297,1.3127665295022106
65,Male,65.2793002090043,155.250420694049,-0.28284641766258184
66,Male,68.2741914742284,184.519391248574,0.49554718238788864
67,Male,72.7653699463424,220.678041465283,1.6628364993562634
68,Male,68.0993798003468,183.31265530722,0.45011238155101396
69,Male,68.8967060721692,196.451312291183,0.6573431663027994
70,Male,69.2895099633052,184.595608300273,0.7594356991722071
71,Male,70.5232245234565,207.532838518544,1.0800869124772734
72,Male,69.6637252265179,177.200928752348,0.8566969150661886
73,Male,67.5952688079157,163.108002209381,0.31909033918845314
74,Male,72.5081203801037,216.218230112735,1.595975502330724
75,Male,71.2529856038086,204.655493822323,1.2697570220762209
76,Male,71.8091868893668,200.920571219495,1.4143177031418666
77,Male,72.2451654792519,220.901769881142,1.527631648147544
78,Male,66.5126276609347,196.449860340782,0.037704183454930616
79,Male,66.0290340048182,168.640810039015,-0.0879852568653418
80,Male,67.577153942735,181.432713008126,0.31438215652881196
81,Male,68.2465686016242,198.658673326418,0.4883678007856961
82,Male,73.8261270026308,237.916735863185,1.9385348238366615
83,Male,69.8024643604904,173.041255909233,0.8927562055034538
84,Male,65.9595777848988,160.683916639879,-0.10603742379932743
85,Male,71.0790175757451,188.602919070666,1.2245414908045387
86,Male,66.5961965372077,208.345694035109,0.05942433042976574
87,Male,68.9515350928246,193.435118452271,0.6715936198236915
88,Male,68.2444617923064,174.10969379062,0.4878202260177733
89,Male,72.3168251228452,197.368589249335,1.5462565006096765
90,Male,71.8154204495308,201.620666747742,1.4159378498876045
91,Male,65.2370495188386,181.011973240364,-0.29382767337779947
92,Male,70.6405300907292,182.12248597866,1.1105754660603775
93,Male,64.731925597255,177.549263423371,-0.42511298325152935
94,Male,67.1035511824075,164.974580682475,0.19128942128135246
95,Male,65.1174848880457,165.717112190107,-0.3249033736819416
96,Male,71.7012340230177,193.094163543063,1.386259983234312
97,Male,66.8328782059274,180.683886970857,0.1209395841953787
98,Male,66.4712752615182,172.773722928412,0.026956399912237337
99,Male,69.4115262206039,177.470616229738,0.7911485946907395
100,Male,70.0521774745245,200.818737313254,0.9576584248493931
101,Male,66.7436046519631,167.739775344302,0.09773675080156767
102,Male,66.2743291154144,154.395624779233,-0.024231308123076
103,Male,68.328447992915,177.984728603887,0.5096488385638794
104,Male,70.0758881952341,183.93885695678,0.9638210102718582
105,Male,68.7329881487344,179.2047820686,0.6147917103301044
106,Male,67.556051261876,158.567987385418,0.3088974192646276
107,Male,66.2536325347937,166.503531642942,-0.029610497038932097
108,Male,69.1822026805756,171.983677611956,0.7315457710518009
109,Male,67.6091049416397,174.36418237859,0.3226864490256485
110,Male,69.2927380218867,187.745351863374,0.7602746946207577
111,Male,68.1906840077038,201.48796238061,0.47384299624464976
112,Male,71.6070857988906,204.927012136803,1.3617901882979753
113,Male,69.1968575103315,178.685546470181,0.7353546658268059
114,Male,67.2619609790619,164.014427741951,0.23246125724510394
115,Male,73.6851933999998,223.270004412371,1.9019051753436256
116,Male,69.5372150072948,202.958306269835,0.8238160067915876
117,Male,68.3115598414683,189.391785609949,0.5052594875528948
118,Male,67.7389634664393,178.170555578466,0.356437605800431
119,Male,71.7057626011001,223.299335239803,1.387436992976736
120,Male,63.6322646037867,167.028706658323,-0.7109227184763627
121,Male,68.7211984556865,180.46868201187,0.6117274850202884
122,Male,66.9493416501869,164.439145622362,0.15120926400114681
123,Male,62.7069897353164,149.969618421042,-0.9514082560542797
124,Male,72.2584089235993,192.910266551722,1.531073713788574
125,Male,70.9086530626676,201.883998700574,1.1802625387787733
126,Male,67.609843601682,179.868025984495,0.3228784320389276
127,Male,70.8015589556942,196.467724673936,1.1524280165578233
128,Male,69.3047690450735,187.551649491386,0.7634016433548907
129,Male,66.2428983411553,171.69315968571,-0.032400390524165844
130,Male,67.4921929772739,191.699604784328,0.2923001956453088
131,Male,65.8062482913584,165.850647784905,-0.14588885274991892
132,Male,71.4437056615428,185.662741323862,1.3193265253384525
133,Male,68.4644058223141,178.281800729884,0.5449852481056452
134,Male,63.98792460498,150.979051250134,-0.6184841475214027
135,Male,71.0018976858456,209.929323430504,1.2044974813837592
136,Male,68.1397241925525,174.157804341493,0.46059817683029647
137,Male,68.395400248121,179.878977102334,0.5270502072100296
138,Male,68.0962197450165,167.747141247633,0.4492910606324646
139,Male,68.1405903559209,183.044660372103,0.46082329886740997
140,Male,68.8600903087433,169.556820782151,0.6478264682367847
141,Male,66.1488525422307,173.431672660432,-0.05684356441985055
142,Male,66.2060320529589,180.889554609418,-0.04198220176482907
143,Male,67.4321202146878,183.508932854723,0.27668685619711525
144,Male,69.471106031247,205.977910165675,0.8066338124131058
145,Male,70.5158596943462,183.759845192649,1.078172740863936
146,Male,71.3383760399558,201.954495466668,1.2919506054541239
147,Male,71.0019447673538,216.120094736912,1.204509718203536
148,Male,66.202347706273,159.390323744187,-0.04293978974606017
149,Male,72.5433070453887,210.336424661861,1.6051207675972778
150,Male,67.4793517580411,178.618350159953,0.2889626711803241
151,Male,65.3504105558103,146.739797635802,-0.2643643313531766
152,Male,70.8440624208882,195.937014974314,1.1634749703057432
153,Male,69.9384752593112,170.175853813004,0.9281064081664212
154,Male,64.7398154829922,169.654054121188,-0.42306234567604256
155,Male,69.3084028803936,198.378693643572,0.7643461030718924
156,Male,68.8384628598724,179.907716915983,0.6422053400235476
